fik_C1,fik_C2,fik_C3,fik_C4,DisplayName
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Kennedy and Everritt
0.0008331778294499572,0.05156373862180105,0.0397192046415815,0.9078838789071676,Jerome Liebling
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Arthur Nakamichi
0.00444752104542185,0.20639926582722312,0.18075914653110325,0.6083940665962518,Alan Palmer
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,Martha Roberts
0.00444752104542185,0.20639926582722312,0.18075914653110325,0.6083940665962518,Arnold Sadow
0.0015457173756962654,0.09081348277214046,0.07019828344095824,0.8374425164112049,Musya Sheeler
0.0032408312677892643,0.16606439539001722,0.140808038946789,0.6898867343954045,Art Sinsabaugh
0.0030429139396138524,0.16040815156219596,0.13265485890274414,0.703894075595446,Estelle Smilowitz
0.0005619118378558742,0.03598384733819636,0.026624609518002048,0.9368296313059457,Kathleen Telberg-von-Teleheim
0.006572561323562199,0.244927103581487,0.2259573092161895,0.5225430258787612,Edward Wallowitch
5.1431891726290305e-05,0.0033314950260206672,0.0023572095893335263,0.9942598634929194,R.J. Witt
0.001287694647678835,0.07712259119376254,0.05880332903813887,0.8627863851204197,Jasper Wood
0.00020922921590921202,0.9793483921788502,0.005912905161728578,0.014529473443512074,Leo Amino
4.468405009789761e-05,0.0028722675729329953,0.0020329300066853134,0.9950501183702837,Walter Midener
4.468405009789761e-05,0.0028722675729329953,0.0020329300066853134,0.9950501183702837,Harriet Moore
4.468405009789761e-05,0.0028722675729329953,0.0020329300066853134,0.9950501183702837,Charles Salerno
4.468405009789761e-05,0.0028722675729329953,0.0020329300066853134,0.9950501183702837,Charles Stevens
0.0022900296444565136,0.11279482424570049,0.22005385775501482,0.6648612883548282,Ithell Colquhoun
4.144192885015718e-05,0.002655386614908908,0.0018891980189193163,0.9954139734373216,Michael Ayrton
4.144192885015718e-05,0.002655386614908908,0.0018891980189193163,0.9954139734373216,Prunella Clough
0.00038574041030434137,0.02348190694276615,0.021321035927875882,0.9548113167190536,Duncan Grant
4.144192885015718e-05,0.002655386614908908,0.0018891980189193163,0.9954139734373216,Caroline Lucas
4.144192885015718e-05,0.002655386614908908,0.0018891980189193163,0.9954139734373216,Keith Vaughan
5.052266848135539e-05,0.0032540526334155343,0.0022738474011979874,0.9944215772969051,William Henley Deitrick
5.052266848135539e-05,0.0032540526334155343,0.0022738474011979874,0.9944215772969051,Matthew Nowicki
5.052266848135539e-05,0.0032540526334155343,0.0022738474011979874,0.9944215772969051,Julian Whittlesey
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Meyric Rogers
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Berthold Strauss
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,A/B Gense
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,John Van Acker
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,"Acme-National Refrigerator Co., Inc."
0.0002544611733516912,0.9778513854012073,0.006744258710138088,0.015149894715302913,"L. Anton Maix, Inc."
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Archibald Holmes & Son
0.0016725430036009146,0.8986058410975143,0.03578439759815129,0.06393721830073366,Folke Arstrom
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,"Baldwin Kingrey, Inc."
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Joseph Barkdoll
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Michael L. Belangie
0.0023455254799355373,0.8703445572886386,0.047292961714122256,0.08001695551730356,Emily Belding
0.000223405439305603,0.9779824998759836,0.006273418758698111,0.015520675926012617,Monica Bratt
